Day,Month,Title,Image,Time,Address,Direction,Description,Readmore_Link,Ticket_Links
8,Sep,Stephanie Mills,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFLpI3FWaYq0pYVmD-YD4ERoOlcNWfK2OOrIPDhtE&s,"Tomorrow, 8:00 – 10:00 PM","The Novo, 800 W Olympic Blvd a335, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7b782019c1b:0xda9785bec3c53630?sa=X&ved=2ahUKEwjH3M7JopiBAxUgcKQEHbUEBi84PBD14gF6BAgJEAA,Stephanie Mills is happening on Friday September 08 2023 at 08 00PM PDT at The Novo with tickets starting at 56...,https://www.unation.com/event/stephanie-mills-41150072/,"https://www.axs.com/events/483374/stephanie-mills-tickets?skin=novo&src=AEGLIVE_WCLUNLAX030115VEN001?cid=usaffdostuff
https://www.lalive.com/events/detail/stephanie-mills-483374
https://www.undercovertourist.com/los-angeles/the-novo/stephanie-mills-tickets/2313739/
https://dola.com/artists/stephanie-mills
https://local.aarp.org/event/stephanie-mills-2023-09-08-jb-los-angeles-ca.html"
7,Sep,Melrose Rooftop Theatre returns for movies on a...,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ21trHbbaSYfseBb5LicbgnIbW6BPRq0jGgtvElraGt5EXH4p3x2CT20&s,Sep 3 – 20,"E.P. & L.P., 603 N La Cienega Blvd, West Hollywood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2beb140d324bf:0x9c77e638f8530ea?sa=X&ved=2ahUKEwjH3M7JopiBAxUgcKQEHbUEBi84PBD14gF6BAgREAA,"West Hollywood's ultra-chic restaurant and rooftop bar, EP & LP, is serving much more than handcrafted cocktails and modern American bites. The spot also hosts Melrose Rooftop Theatre, an outdoor...",https://www.timeout.com/los-angeles/movie-theaters/melrose-rooftop-theatre,https://www.timeout.com/los-angeles/movie-theaters/melrose-rooftop-theatre
14,Sep,Los Angeles Azules - Cumbia para el Corazon Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHaZKZ3FSGz_EN8LGQ5C7Hx9Azec1VUbLgi4N3hEWLz74lR85gRMMN-Tc&s,"Thu, Sep 14 – Fri, Sep 15","YouTube Theater, 1011 Stadium Dr, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b79282ee4923:0x37800df900fde580?sa=X&ved=2ahUKEwjH3M7JopiBAxUgcKQEHbUEBi84PBD14gF6BAgZEAA,"Los Angeles Theater is part of the Theatreland Ltd Collection. Established in 2003, Theatreland offers the largest individual collection of websites providing complete, impartial guides to all the...",https://www.los-angeles-theatre.com/common/category_dates.php?category=World&year=2023&month=9&day=14,"https://www.axs.com/events/482820/los-angeles-azules-tickets
https://festivaly.eu/en/los-angeles-azules-cumbia-para-el-corazon-tour-performance-venue-at-hollywood-park-inglewood-2023
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flos-angeles-azules-cumbia-para-el-inglewood-california-09-14-2023%2Fevent%2F0A005E6FE8FC5625
https://local.aarp.org/event/los-angeles-azules-cumbia-para-el-corazon-tour-2023-09-14-tm-inglewood-ca.html
https://www.los-angeles-theatre.com/theaters/youtube-theater/los-angeles-azules.php"
22,Oct,SZA - SOS Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT25mvv-xtA9CIUMRoEWJps6q6z38cNwC0tnIeXzt3zMi7M80F1qOtpO_4&s,"Sun, Oct 22 – Mon, Oct 23","Crypto.com Arena, 1111 S Figueroa St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7b85dea2a93:0x1ff47c3ceb7bb2d5?sa=X&ved=2ahUKEwjH3M7JopiBAxUgcKQEHbUEBi84PBD14gF6BAghEAA,"SZA comes to Crypto.com Arena, in Los Angeles, California, on October 22 & 23, 2023.",https://www.cryptoarena.com/events/detail/sza23,"https://www.ticketmaster.com/sza-tickets/artist/1858419?VENUEID=360457?utm_source=cryptocomarena&utm_medium=website&utm_campaign=CA_SZA_23
https://www.timeout.com/los-angeles/music/sza
https://www.axs.com/events/481654/sza-tickets
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsza-sos-tour-los-angeles-california-10-22-2023%2Fevent%2F2C005E85CDB80D5F
https://www.cryptoarena.com/events/detail/sza23"
14,Oct,Adekunle Gold: Tequila Ever After Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6wJO_AYg8-8lujiOENEIsCyuT0TXRIXrZ_rhTuqzVb2r6ImsnO9MZ0mg&s,"Sat, 7:00 – 11:00 PM","The Wiltern, 3790 Wilshire Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b8852fb481a3:0x39f6bb2486263e6f?sa=X&ved=2ahUKEwjH3M7JopiBAxUgcKQEHbUEBi84PBD14gF6BAgpEAA,"Nigeria-Born Adekunle Kosoko, popularly known by his stage name Adekunle Gold, is an award-winning Urban Highlife singer-songwriter. He released his debut album ‘Gold’ in 2016 and his sophomore...",https://dola.com/events/2023/10/14/adekunle-gold-tequila-ever-after-tour-tickets,"https://www.axs.com/events/491380/adekunle-gold-tickets
https://festivaly.eu/en/adekunle-gold-tequila-ever-after-tour-the-wiltern-los-angeles-2023
https://www.concertarchives.org/concerts/adekunle-gold-317b36f9-3972-429e-97a5-524604878840#buy-tickets
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fadekunle-gold-tequila-ever-after-tour-los-angeles-california-10-14-2023%2Fevent%2F09005ED2295A4C94
https://www.discoverlosangeles.com/event/2023/10/14/adekunle-gold-tequila-ever-after-tour"
14,Sep,Bruno Major - Tour of Planet Earth 2023,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqTADmUPtgHyFoZxR0xSqPjlNeZNLNuQEJio0O6wy-biDF-ChRwqpJrlk&s,"Thu, 7:00 – 11:00 PM","The Wiltern, 3790 Wilshire Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b8852fb481a3:0x39f6bb2486263e6f?sa=X&ved=2ahUKEwjH3M7JopiBAxUgcKQEHbUEBi84PBD14gF6BAgxEAA,"PRIVACY POLICY | PRIVACY SETTINGS | ADVERTISE | ACCESSIBILITY The official guide to Los Angeles. Find great deals, things to do, California travel guides and more. © 2023 Los Angeles Tourism ...",https://www.discoverlosangeles.com/event/2023/09/14/bruno-major-tour-of-planet-earth-2023,"https://www.axs.com/events/491611/bruno-major-tickets
https://www.concertarchives.org/concerts/bruno-major-bruno-major-at-the-wiltern#buy-tickets
https://allevents.in/los%20angeles/bruno-major/230001281278767
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fbruno-major-tour-of-planet-earth-los-angeles-california-09-14-2023%2Fevent%2F09005EA242C59DD8
https://www.discoverlosangeles.com/event/2023/09/14/bruno-major-tour-of-planet-earth-2023"
20,Oct,RBD - Soy Rebelde Tour 2023,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHaZKZ3FSGz_EN8LGQ5C7Hx9Azec1VUbLgi4N3hEWLz74lR85gRMMN-Tc&s,"Fri, 7:00 – 11:00 PM","BMO Stadium, 3939 S Figueroa St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c808e06dbb59:0xc8caaad992248bdc?sa=X&ved=2ahUKEwjH3M7JopiBAxUgcKQEHbUEBi84PBD14gF6BAg5EAA,"PRIVACY POLICY | PRIVACY SETTINGS | ADVERTISE | ACCESSIBILITY The official guide to Los Angeles. Find great deals, things to do, California travel guides and more. © 2023 Los Angeles Tourism ...",https://www.discoverlosangeles.com/event/2023/10/20/rbd-soy-rebelde-tour-2023,"https://www.axs.com/events/467760/rbd-tickets
https://festivaly.eu/en/rbd-soy-rebelde-tour-2023-banc-of-california-stadium-los-angeles-2023-1
https://allevents.in/los%20angeles/rbd-soy-rebelde-tour-2023/210002631324325
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frbd-soy-rebelde-tour-2023-los-angeles-california-10-20-2023%2Fevent%2F0A005E34BE143CD6
https://www.discoverlosangeles.com/event/2023/10/20/rbd-soy-rebelde-tour-2023"
24,Nov,MANÁ: México Lindo y Querido,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHaZKZ3FSGz_EN8LGQ5C7Hx9Azec1VUbLgi4N3hEWLz74lR85gRMMN-Tc&s,"Fri, Nov 24 – Sat, Nov 25","The Kia Forum, 3900 W Manchester Blvd, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b6545d4575cb:0xb1eeeaa0c8fa6906?sa=X&ved=2ahUKEwjH3M7JopiBAxUgcKQEHbUEBi84PBD14gF6BAhBEAA,"MANÁ coming to Inglewood, CA! MANÁ are back for the México Lindo Y Querido Tour in 2023! Find tickets today! #MANA",https://allevents.in/inglewood/man%C3%81-los-angeles/200024553017810,"https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmana-mexico-lindo-y-querido-inglewood-california-11-24-2023%2Fevent%2F09005E6F29407040
https://www.discoverlosangeles.com/event/2023/11/24/man%C3%A1-m%C3%A9xico-lindo-y-querido
https://local.aarp.org/event/mana-mexico-lindo-y-querido-2023-11-24-tm-inglewood-ca.html
https://www.livenation.com/event/vvG10Z9JHt86vZ/mana-mexico-lindo-y-querido
https://allevents.in/mobile/amp-event.php?event_id=200025013997116"
28,Sep,The Drop: Laufey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPXv2WgF6a-vx89p9csj150vskKiqnL5rVySZXr3sZvLkCnx9geUtrHd4&s,"Thu, 7:30 – 9:00 PM","GRAMMY Museum L.A. Live, 800 W Olympic Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7b782019c1b:0x7eb0165e981d11f6?sa=X&ved=2ahUKEwjH3M7JopiBAxUgcKQEHbUEBi84PBD14gF6BAhJEAA,"The GRAMMY Museum is thrilled to welcome Laufey to the Museum’s intimate 200-seat Clive Davis Theater for an evening including a conversation about her sophomore album, Bewitched, releasing on...",https://www.discoverlosangeles.com/event/2023/09/28/the-drop-laufey,"https://grammymuseum.org/event/the-drop-laufey/
https://www.discoverlosangeles.com/event/2023/09/28/the-drop-laufey
https://dola.com/events/2023/9/28/the-drop-laufey-tickets
https://www.los-angeles-theatre.com/theaters/grammy-museum/laufey.php
https://concertflow.com/tickets/The-Drop:-Laufey-tickets-Los-Angeles?event_id=LvZ18_uXDVgcsDwF13JgZ"
16,Sep,Brent Faiyaz: F*ck The World It's A Wasteland Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcQe0cIvacWfhaaVokVBDM5smuszM3wb4xwHH27X6awVueoIff_-mroZY&s,"Sat, Sep 16 – Sun, Sep 17","YouTube Theater, 1011 Stadium Dr, Inglewood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b79282ee4923:0x37800df900fde580?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAgBEAA,Find tickets for Brent Faiyaz with Tommy Richman at YouTube Theater in Inglewood on 9/16/2023 at 8:00 PM,https://open.spotify.com/concert/6E2g9GV85tvqwHJTtEcoQM,"https://www.axs.com/events/484559/brent-faiyaz-tickets
https://www.eventbrite.com/e/brent-faiyaz-tickets-tickets-697270453697
https://www.concertarchives.org/concerts/brent-faiyaz-1c72f6f6-1803-4eac-8a4c-9ca44ec06303#buy-tickets
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbrent-faiyaz-fck-the-world-its-inglewood-california-09-16-2023%2Fevent%2F0A005E9ED57D31F7
https://www.discoverlosangeles.com/event/2023/09/16/brent-faiyaz-fck-the-world-its-a-wasteland-tour"
30,Sep,Rainbow Kitten Surprise,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT01sgeY5w1-4DL6UOKNW2Xe-7ltBujPCdDUh_06_Blkc-sV2LsN1GdOdg&s,"Sat, 8:00 – 11:00 PM","The Greek Theatre, 2700 N Vermont Ave, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c098a47d4245:0x3b9f3214123aa486?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAgJEAA,"Rainbow Kitten Surprise are an indie rock band from Boone, North Carolina. Rainbow Kitten Surprise will be performing 1 event in Los Angeles on Saturday 30th September 2023 at the Greek Theatre.",https://www.stereoboard.com/rainbow-kitten-surprise-tickets/los-angeles/2023-09-30,"https://www.concertarchives.org/concerts/rainbow-kitten-surprise-flipturn-f81ec66c-5f3b-4867-9c4b-2637ec71c40a#buy-tickets
https://allevents.in/los%20angeles/rainbow-kitten-surprise/210002836618761
https://www.presalepasswordinfo.com/getevent?id=435529
https://www.discoverlosangeles.com/event/2023/09/30/rainbow-kitten-surprise
https://local.aarp.org/event/rainbow-kitten-surprise-2023-09-30-tm-los-angeles-ca.html"
15,Sep,The Lumineers - 2023 Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzrTsEEVScmvAMpqpiduqEvjSPEdtAZM-KxX2P1zp1YiF_7mhauR50Ul4&s,"Fri, 7:30 – 11:30 PM","Hollywood Bowl, 2301 N Highland Ave, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bf1bc1270933:0x6a6f62cf3836e2fd?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAgREAA,"PRIVACY POLICY | PRIVACY SETTINGS | ADVERTISE | ACCESSIBILITY The official guide to Los Angeles. Find great deals, things to do, California travel guides and more. © 2023 Los Angeles Tourism ...",https://www.discoverlosangeles.com/event/2023/09/15/the-lumineers-2023-tour,"https://www.timeout.com/los-angeles/music/the-lumineers
https://www.axs.com/events/474363/the-lumineers-tickets
https://www.eventbrite.com/e/lumineers-tickets-700289283097
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-lumineers-2023-tour-hollywood-california-09-15-2023%2Fevent%2F0B005E5BE0733392
https://www.hollywoodbowl.com/events/performances/2540/2023-09-15/the-lumineers"
10,Oct,Noah Reid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTemUUY3mwoJizZXYczJPxP2AJLM1zL1p0uE63Q6-9IQeh0eA1adu0h4s&s,"Tue, 7:00 – 11:00 PM","The Belasco, 1050 S Hill St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7c9657d7e4f:0xd785c19a71b23a97?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAgZEAA,"Check out Noah Reid at Belasco Theater in Los Angeles on October 10, 2023 and get detailed info for the event - tickets, photos, video and reviews.",https://dola.com/events/2023/10/10/noah-reid-tickets,"https://festivaly.eu/en/noah-reid-the-belasco-los-angeles-2023
https://www.concertarchives.org/concerts/noah-reid-902fffbb-5ea2-4163-99ee-664875fa81fb#buy-tickets
https://nightout.com/events/a/noah-reid-belasco-theater-los-angeles-los-angeles-tue-oct-10-2023
https://www.eventticketscenter.com/noah-reid-los-angeles-10-10-2023/5687179/t
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fnoah-reid-los-angeles-california-10-10-2023%2Fevent%2F09005E8DA88F2379"
16,Sep,Kansas: 50th Anniversary,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJeL1VqrPFgD2jeWyTdx-zh8C5xQQsQoZcCLMlY3Yi7vSbKglMqnDG_TE&s,"Sat, 7:30 – 11:30 PM","The Orpheum Theatre, 842 S Broadway, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7caf9c20a59:0xb2b5fb45d281f926?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAghEAA,"Check out the past concert and event calendar for Kansas in Los Angeles along with detailed ticket and venue information including photos, videos, bios, maps and more.",https://dola.com/artists/kansas,"https://ticketmaster.evyy.net/c/253185/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fkansas-50th-anniversary-los-angeles-california-09-16-2023%2Fevent%2F09005E32CA79634D
https://www.axs.com/events/471963/kansas-tickets
https://festivaly.eu/en/kansas-50th-anniversary-orpheum-theatre-los-angeles-2023
https://www.concertarchives.org/concerts/kansas-234a53a6-d356-436d-a99d-41585d021b5e#buy-tickets
https://www.discoverlosangeles.com/event/2023/09/16/kansas-50th-anniversary"
25,Nov,Sexyy Red - Hood Hottest Princess Tour,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5ulya5wyQq0l5ZR8Z3lWiX6nDTbYp-OCTq4nMGYZ4jFSzDguBaCBO8bU&s,"Sat, 7:00 – 11:00 PM","The Wiltern, 3790 Wilshire Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b8852fb481a3:0x39f6bb2486263e6f?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAgpEAA,"Check out the past concert and event calendar for Sexyy Red in Los Angeles along with detailed ticket and venue information including photos, videos, bios, maps and more.",https://dola.com/artists/sexyy-red,"https://ticketmaster.evyy.net/c/253185/264167/4272?SharedId=DoStuff&u=https%3A%2F%2Fconcerts.livenation.com%2Fsexyy-red-hood-hottest-princess-tour-los-angeles-california-11-25-2023%2Fevent%2F09005F17D4D755EE
https://www.axs.com/events/500937/sexyy-red-tickets
https://www.discoverlosangeles.com/event/2023/11/25/sexyy-red-hood-hottest-princess-tour
https://dola.com/artists/sexyy-red
https://www.livenation.com/event/vvG10Z9sLfgg9m/sexyy-red-hood-hottest-princess-tour"
19,Sep,Conway The Machine - EVENT HAS MOVED TO ECHOPLEX,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0YE7KDCXa0sHyylB8_k7oaccUHu34VSLglrsjApWhoeZNxO6MHJMBonU&s,"Tue, 7:00 – 11:00 PM","The Wiltern, 3790 Wilshire Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b8852fb481a3:0x39f6bb2486263e6f?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAgxEAA,Community Calendar events are not associated with or sponsored by AARP but may be of interest to you. We want to hear from you if you have an event to share or updates to this event,https://local.aarp.org/event/conway-the-machine-event-has-moved-to-echoplex-2023-09-19-tm-los-angeles-ca.html,"https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fconway-the-machine-event-has-moved-los-angeles-california-09-19-2023%2Fevent%2F09005E7F963424F5
https://www.discoverlosangeles.com/event/2023/09/19/conway-the-machine-event-has-moved-to-echoplex
https://dola.com/events/2023/9/19/conway-the-machine-event-has-moved-to-echoplex-tickets
https://local.aarp.org/event/conway-the-machine-event-has-moved-to-echoplex-2023-09-19-tm-los-angeles-ca.html
https://www.livenation.com/event/vvG10Z9EXpueKg/conway-the-machine-event-has-moved-to-echoplex"
2,Oct,The 1975 Still ... at their very best,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS724RZVgB-uhGZ6CNGRzHGwwcGUw2rdDEcWrdmeGYMh6KDmQmyeL0wn30&s,"Mon, 7:30 – 11:30 PM","Hollywood Bowl, 2301 N Highland Ave, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bf1bc1270933:0x6a6f62cf3836e2fd?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAg5EAA,"PRIVACY POLICY | PRIVACY SETTINGS | ADVERTISE | ACCESSIBILITY The official guide to Los Angeles. Find great deals, things to do, California travel guides and more. © 2023 Los Angeles Tourism ...",https://www.discoverlosangeles.com/event/2023/10/02/the-1975-still-at-their-very-best,"https://ticketmaster.evyy.net/c/253185/264167/4272?SharedId=DoStuff&u=https%3A%2F%2Fwww.ticketmaster.com%2Fevent%2F0B005EC9BE151C47%3FCAMEFROM%3DLN_HOLLYWOODBOWLLNHS_EMAIL_DOLA_THE1975
https://www.axs.com/events/489492/the-1975-tickets
https://www.hollywoodbowl.com/events/performances/2837/2023-10-02/the-1975
https://www.discoverlosangeles.com/event/2023/10/02/the-1975-still-at-their-very-best
https://www.undercovertourist.com/los-angeles/hollywood-bowl/the-1975-tickets/2319685/"
22,Dec,Anita Baker - The Songstress,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjeNNlsrBOERVTOvoMcC8sYHxmt8h-qSBTPtQsqwai41KTgKZXROLv-gY&s,"Fri, Dec 22 – Sat, Dec 23","Crypto.com Arena, 1111 S Figueroa St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7b85dea2a93:0x1ff47c3ceb7bb2d5?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAhBEAA,"Anita Baker with the Legendary Babyface comes to Crypto.com Arena, in Los Angeles, California, on December 22, 2023.",https://www.cryptoarena.com/events/detail/anitabaker122223,"https://www.ticketmaster.com/event/2C005D67E2CB0B4E?utm_source=cryptocomarena&utm_medium=website&utm_campaign=CA_Anita_Baker_23
https://www.axs.com/events/457049/anita-baker-tickets
https://www.concertarchives.org/concerts/anita-baker-510663a0-14f7-4788-92db-fe5f99f9fbf6#buy-tickets
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fanita-baker-the-songstress-los-angeles-california-12-22-2023%2Fevent%2F2C005D67E2CB0B4E
https://www.lalive.com/events/detail/anitabaker122223"
14,Sep,YOSHIKI: Under The Sky Los Angeles Premiere with...,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCDIOX7c0-UNFGMkosrd55Ck5a7g3i-fLNw9DAy8AWtZHtEfHCR4daV5Q&s,"Thu, 7:00 PM","TCL Chinese Theatre, 6925 Hollywood Blvd, Hollywood, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd7da01c280c3:0xf73982db60c65ffb?sa=X&ved=2ahUKEwjfoM3JopiBAxUtaqQEHRS4C4M4RhD14gF6BAhJEAA,Los Angeles Premiere! The music documentary film YOSHIKI: UNDER THE SKY features the world-renowned rock star and composer leading a global concert featuring today's top musical artists.Directed...,https://www.yoshiki.net/event/yuts-premiere-la,"https://www.yoshiki.net/event/yuts-premiere-la
https://allevents.in/hollywood/yoshiki-under-the-sky-los-angeles-premiere-with-yoshiki-qanda/200025201843625"
22,Dec,Anita Baker - The Songstress,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjeNNlsrBOERVTOvoMcC8sYHxmt8h-qSBTPtQsqwai41KTgKZXROLv-gY&s,"Fri, Dec 22 – Sat, Dec 23","Crypto.com Arena, 1111 S Figueroa St, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7b85dea2a93:0x1ff47c3ceb7bb2d5?sa=X&ved=2ahUKEwiqqc3JopiBAxX9UaQEHaOaBxM4UBD14gF6BAgBEAA,"Anita Baker with the Legendary Babyface comes to Crypto.com Arena, in Los Angeles, California, on December 22, 2023.",https://www.cryptoarena.com/events/detail/anitabaker122223,"https://www.ticketmaster.com/event/2C005D67E2CB0B4E?utm_source=cryptocomarena&utm_medium=website&utm_campaign=CA_Anita_Baker_23
https://www.axs.com/events/457049/anita-baker-tickets
https://www.concertarchives.org/concerts/anita-baker-510663a0-14f7-4788-92db-fe5f99f9fbf6#buy-tickets
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fanita-baker-the-songstress-los-angeles-california-12-22-2023%2Fevent%2F2C005D67E2CB0B4E
https://www.cryptoarena.com/events/detail/anitabaker122223"
13,Oct,Chelsea Handler: Little Big B*tch,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeAgluy6dCWBDMAScvz94NMCRUCGE6f7__pKqViBv0u61bCsNp0nPGkEk&s,"Fri, Oct 13 – Sat, Oct 14","Hollywood Pantages Theatre, 6233 Hollywood Blvd, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bf3902b82703:0xe8160385b2f0d6ce?sa=X&ved=2ahUKEwiqqc3JopiBAxX9UaQEHaOaBxM4UBD14gF6BAgJEAA,"Don't miss the Chelsea Handler comedy show at the Hollywood Pantages Theatre in Los Angeles, CA on Thursday, October 12, 2023 and Friday, October 13, 2023. Get the best seats before they are gone...",https://allevents.in/hollywood/chelsea-handler-tickets-los-angeles-ca-hollywood-pantages-theatre-la/200024736387306,"https://allevents.in/los%20angeles/chelsea-handler-theater/2400025235193918
https://www.eventticketscenter.com/chelsea-handler-los-angeles-10-13-2023/5749899/t
https://www.presalepasswordinfo.com/getevent?id=444646
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fchelsea-handler-little-big-btch-los-angeles-california-10-13-2023%2Fevent%2F0B005E8688401093
https://www.discoverlosangeles.com/event/2023/10/13/chelsea-handler-little-big-btch"
29,Oct,Nick Cave: Live in North America,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRghYluDztLOJ7m2Kl4Y5QscrJ2ywjwEKm6Ws_O1E0FyQyobv_OLFgiFB8&s,"Sun, 7:30 – 11:30 PM","The Orpheum Theatre, 842 S Broadway, Los Angeles, CA, United States",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7caf9c20a59:0xb2b5fb45d281f926?sa=X&ved=2ahUKEwiqqc3JopiBAxX9UaQEHaOaBxM4UBD14gF6BAgREAA,"Don't miss the Nick Cave concert at the Orpheum Theatre in Los Angeles, CA on Friday, October 27, 2023; Saturday, October 28, 2023 and Sunday, October...",https://www.facebook.com/events/the-orpheum-theatre/nick-cave-tickets-los-angeles-ca-orpheum-theatre-la/941920300268517/,"https://www.expedia.com/event-tickets/event/nick-cave-tickets-orpheum-theatre-los-angeles-los-angeles-ca-10-29-2023-5637830
https://www.axs.com/events/477294/nick-cave-tickets
https://www.concertarchives.org/concerts/nick-cave-cf91bd64-3670-4526-9077-dc5b5b2c0da2#buy-tickets
https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnick-cave-live-in-north-america-los-angeles-california-10-29-2023%2Fevent%2F09005E74A6431C34
https://www.discoverlosangeles.com/event/2023/10/29/nick-cave-live-in-north-america"
